ID,Location,Specific Location,LocationID,Amenities,Bedroom,Bathroom,Toilet,New,Duplex,Luxury,Estate,Rank,Price
1657,Lekki,lekki right lekki phase 1 lekki lagos,2,7,4,3,4,1,1,1,1,7,39900000
1658,Lekki,ikota lekki lagos,2,8,4,4,4,1,0,0,1,7,31500000
1659,Lekki,ikota ikota lekki lagos,2,8,4,4,4,1,1,1,1,7,36750000
1660,Lekki,lekki phase 1 lekki lagos,2,8,5,3,5,0,0,0,1,9,36750000
1661,Lekki,"oladimeji alo street, lekki phase 1 lekki lagos",2,11,6,5,6,0,0,0,0,10,52500000
1662,Lekki,off kazim osapa london lekki lagos,2,6,3,3,3,0,0,0,1,7,21000000
1663,Lekki,- osapa london lekki lagos,2,2,1,1,1,0,0,0,0,4,5250000
1664,Lekki,lekki lekki phase 1 lekki lagos,2,8,4,4,4,0,0,0,1,7,26250000
1665,Lekki,lekki phase one lekki phase 1 lekki lagos,2,5,3,2,3,1,1,1,1,7,31500000
1666,Lekki,agungi lekki lagos,2,6,3,3,3,0,0,0,0,7,18900000
1667,Lekki," idado, lekki idado lekki lagos",2,5,3,2,3,0,0,0,0,7,15750000
1668,Lekki,fubara green igbo efon lekki lagos,2,4,2,2,2,0,0,0,0,6,12600000
1669,Lekki,ikate ikate lekki lagos,2,11,6,5,6,0,0,0,1,10,63000000
1670,Lekki," valley stream estate, osapa london lekki lagos",2,9,5,4,5,0,0,0,1,9,36750000
1671,Lekki,.. idado lekki lagos,2,2,1,1,1,0,0,0,1,4,10500000
1672,Lekki,lekki paradise chevron lekki lagos,2,8,4,4,4,1,0,0,1,7,31500000
1673,Lekki,agungi agungi lekki lagos,2,2,1,1,1,0,0,0,0,4,4725000
1674,Lekki," lekki palm city estate, off ado road, ajah, lagos. badore ajah lagos",2,9,5,4,5,0,0,0,1,9,36750000
1675,Lekki,off chevron drive chevron lekki lagos,2,7,4,3,4,1,0,0,1,7,31500000
1676,Lekki,chevron drive chevron lekki lagos,2,7,4,3,4,1,1,1,1,7,36750000
1677,Lekki,lekki phase 1 lekki lagos,2,6,3,3,3,1,1,1,1,7,31500000
1678,Lekki,lekki lagos,2,2,1,1,1,1,1,1,1,4,17850000
1679,Lekki,off admiralty road lekki phase 1 lekki lagos,2,9,5,4,5,1,1,1,1,9,58800000
1680,Lekki,agungi lekki lagos,2,6,3,3,3,0,0,0,0,7,18900000
1681,Lekki,osapa london lekki lagos,2,9,5,4,5,0,0,0,1,9,36750000
1682,Lekki,lafiaji road ikota lekki lagos,2,9,5,4,5,0,0,0,1,9,36750000
1683,Lekki,. lekki lagos,2,6,3,3,3,0,0,0,1,7,21000000
1684,Lekki,lekki county ikota lekki lagos,2,8,4,4,4,1,1,1,1,7,45150000
1685,Lekki,lekki phase 2 lekki phase 2 lekki lagos,2,9,5,4,5,0,0,0,1,9,36750000
1686,Lekki,osapa london lekki lagos,2,11,6,5,6,0,0,0,0,10,49350000
1687,Lekki," ikate elegushi, ikate lekki lagos",2,2,1,1,1,0,0,0,0,4,4200000
1688,Lekki,vgc lekki lagos,2,12,7,5,7,0,0,0,0,10,57750000
1689,Lekki,fola osibo. lekki phase 1 lekki lagos,2,13,7,6,7,1,1,0,1,10,71400000
1690,Lekki,fatai arobike lekki phase 1 lekki lagos,2,2,1,1,1,1,1,1,1,4,15750000
1691,Lekki,ikate lekki lagos,2,8,4,4,4,1,0,0,1,7,31500000
1692,Lekki,elegushi ikate lekki lagos,2,10,5,5,5,0,0,0,1,9,36750000
1693,Lekki,off admiralty road lekki phase 1 lekki lagos,2,9,5,4,5,1,1,1,1,9,58800000
1694,Lekki,lekki phase 1 lekki phase 1 lekki lagos,2,2,1,1,1,1,1,1,1,4,16800000
1695,Lekki,osapa osapa london lekki lagos,2,2,1,1,1,0,0,0,0,4,6300000
1696,Lekki," majek after fara park, after crown estate in ajah axis lekki. crown estate ajah lagos",2,6,3,3,3,0,0,0,0,7,10500000
1697,Lekki,lbs lekki phase 2 lekki lagos,2,8,4,4,4,0,0,0,0,7,21000000
1698,Lekki,ikate lekki lagos,2,7,4,3,4,0,0,0,0,7,24150000
1699,Lekki,lekki lagos,2,4,2,2,2,1,1,1,1,6,21000000
1700,Lekki,ilasan lekki lagos,2,7,4,3,4,0,0,0,0,7,21000000
1701,Lekki,lekki phase 2 lekki lagos,2,2,1,1,1,0,0,0,0,4,6825000
1702,Lekki,fola osibo lekki phase 1 lekki lagos,2,13,7,6,7,1,1,0,1,10,71400000
1703,Lekki,close to the spar ikate lekki lagos,2,8,4,4,4,1,0,0,1,7,31500000
1704,Lekki,agungi lekki lagos,2,2,1,1,1,0,0,0,1,4,10500000
1705,Lekki,megamound estate ikota lekki lagos,2,9,5,4,5,1,1,1,1,9,58800000
1706,Lekki,orchid road ikota lekki lagos,2,8,4,4,4,1,0,0,1,7,31500000
1707,Lekki,osapa osapa london lekki lagos,2,7,4,3,4,0,0,0,0,7,21000000
1708,Lekki,osapa osapa london lekki lagos,2,11,6,5,6,1,1,0,1,10,65100000
1709,Lekki,chevron chevron lekki lagos,2,9,5,4,5,0,0,0,1,9,36750000
1710,Lekki," ikate elegushi, ikate lekki lagos",2,7,4,3,4,0,0,0,1,7,26250000
1711,Lekki,igbo efon lekki lagos,2,7,4,3,4,0,0,0,0,7,21000000
1712,Lekki,lekki paradise 3 estate chevron lekki lagos,2,7,4,3,4,0,0,0,1,7,26250000
1713,Lekki,ikota villa estate ikota lekki ikota lekki lagos,2,2,1,1,1,0,0,0,0,4,5250000
1714,Lekki,lekki lagos lekki phase 1 lekki lagos,2,8,4,4,4,0,0,0,1,7,29400000
1715,Lekki," united estate, sangotedo, ajah axis, lekki. sangotedo ajah lagos",2,4,2,2,2,0,0,0,0,6,9450000
1716,Lekki,off osapa agungi lekki lagos,2,2,1,1,1,0,0,0,1,4,8925000
1717,Lekki,orchid road ikota lekki lagos,2,8,4,4,4,1,0,0,1,7,31500000
1718,Lekki," majek, opposite fara park, in ajah axis lekki. crown estate ajah lagos",2,4,2,2,2,0,0,0,0,6,9450000
1719,Lekki," megamound avenue, ikota villa estate lekki lagos",2,11,6,5,6,0,0,0,0,10,49350000
1720,Lekki,ibeju lekki lagos,2,2,1,1,1,0,0,0,0,4,4200000
1721,Lekki,. lekki phase 1 lekki lagos,2,8,4,4,4,0,0,0,1,7,26250000
1722,Lekki,osapa london lekki lagos,2,6,3,3,3,0,0,0,0,7,15750000
1723,Lekki,ikate lekki lagos,2,10,5,5,5,1,1,1,1,9,58800000
1724,Lekki,victory park osapa london lekki lagos,2,12,6,6,6,1,1,0,1,10,65100000
1725,Lekki,lekki phase 1 lekki phase 1 lekki lagos,2,7,4,3,4,1,1,1,1,7,42000000
1726,Lekki,yeye olofin street lekki phase 1 lekki lagos,2,4,2,2,2,1,0,0,1,6,17850000
1727,Lekki,ikate lekki lagos,2,4,2,2,2,1,1,1,1,6,31500000
1728,Lekki,ikate lekki lagos,2,8,4,4,4,1,1,1,1,7,45150000
1729,Lekki,osapa osapa london lekki lagos,2,2,1,1,1,0,0,0,1,4,8400000
1730,Lekki,spg road ologolo lekki lagos,2,2,1,1,1,1,0,0,1,4,12600000
1731,Lekki,idado estate lekki lagos idado lekki lagos,2,7,4,3,4,0,0,0,0,7,21000000
1732,Lekki,osapa osapa london lekki lagos,2,2,1,1,1,0,0,0,0,4,5250000
1733,Lekki," estate, agungi lekki lagos",2,2,1,1,1,0,0,0,0,4,4200000
1734,Lekki,idado idado lekki lagos,2,7,4,3,4,0,0,0,0,7,21000000
1735,Lekki,before blenco supermarket in olokonla in ajah axis lekki. olokonla ajah lagos,2,6,3,3,3,0,0,0,0,7,10500000
1736,Lekki,ikate lekki lagos,2,8,4,4,4,1,0,0,1,7,31500000
1737,Lekki,ologolo road ologolo lekki lagos,2,7,4,3,4,0,0,0,1,7,26250000
1738,Lekki,off admiralty lekki phase 1 lekki lagos,2,7,4,3,4,0,0,0,0,7,23100000
1739,Lekki,orchid road lekki lagos,2,9,5,4,5,1,0,0,1,9,42000000
1740,Lekki," idado ext., agungi lekki lagos",2,2,1,1,1,0,0,0,0,4,4200000
1741,Lekki,.. idado lekki lagos,2,2,1,1,1,0,0,0,1,4,9450000
1742,Lekki,.. idado lekki lagos,2,2,1,1,1,0,0,0,0,4,7350000
1743,Lekki," ikota gra, ikota villa ikota lekki lagos",2,5,3,2,3,0,0,0,0,7,17850000
1744,Lekki,shoprite road osapa london lekki lagos,2,3,2,1,2,0,0,0,1,6,15750000
1745,Lekki,atlantic view estate alpha beach road lekki lagos,2,2,1,1,1,0,0,0,0,4,5250000
1746,Lekki,lekki scheme 2 abraham adesanya ogombo road ajah ogombo ajah lagos,2,5,3,2,3,0,0,0,0,7,10500000
1747,Lekki,agungi lekki lagos,2,2,1,1,1,0,0,0,1,4,8925000
1748,Lekki,southern view estate ikota lekki lagos,2,3,2,1,2,0,0,0,0,6,9450000
1749,Lekki,lekki scheme 2 abraham adesanya ogombo road ajah ilaje ajah lagos,2,7,4,3,4,0,0,0,0,7,21000000
1750,Lekki,off ayo babatunde street oniru lekki phase 1 lekki lagos,2,7,4,3,4,1,0,0,1,7,31500000
1751,Lekki,osapa london lekki lagos,2,7,4,3,4,0,0,0,0,7,21000000
1752,Lekki," oceanbay estate, lafiaji chevron lekki lagos",2,7,4,3,4,1,1,1,1,7,42000000
1753,Lekki,eleganza gardens vgc lekki lagos,2,7,4,3,4,0,0,0,0,7,21000000
1754,Lekki,12e admiralty way opposite skybox lekki phase 1 lekki lagos,2,2,1,1,1,1,1,1,1,4,13650000
1755,Lekki,12e admiralty way opposite skybox lekki phase 1 lekki lagos,2,2,1,1,1,0,0,0,1,4,10500000
1756,Lekki,chevron lekki lagos,2,10,5,5,5,1,0,0,1,9,42000000
1757,Lekki,chevron lekki lagos,2,10,5,5,5,1,0,0,1,9,42000000
1758,Lekki,hi lekki phase 1 lekki lagos,2,2,1,1,1,1,1,1,1,4,15750000
1759,Lekki,h lekki phase 1 lekki lagos,2,2,1,1,1,1,1,1,1,4,14700000
1760,Lekki,lekki phase 1 lekki lagos,2,11,6,5,6,0,0,0,1,10,63000000
1761,Lekki,lekki phase 1 lekki lagos,2,9,5,4,5,1,1,1,1,9,58800000
1762,Lekki,lekki phase 1 lekki phase 1 lekki lagos,2,15,8,7,8,1,1,0,1,10,73500000
1763,Lekki,off platinum way lekki phase 2 lekki phase 2 lekki lagos,2,9,5,4,5,0,0,0,1,9,36750000
1764,Lekki,chervon alternative road lekki lagos. chevron lekki lagos,2,12,6,6,6,1,1,0,1,10,65100000
1765,Lekki," safe court estate ikate,elegushi lekki. ikate lekki lagos",2,7,4,3,4,1,0,0,1,7,31500000
1766,Lekki," safe court estate ikate, elegushi lekki, ikate lekki lagos",2,7,4,3,4,1,0,0,1,7,31500000
1767,Lekki,horizon 11 estate via meadow hall way. ikate lekki lagos,2,7,4,3,4,0,0,0,1,7,28875000
1768,Lekki," lekki palm city estate, opposite ecobank ado road ajah lagos ado ajah lagos",2,5,3,2,3,0,0,0,0,7,14700000
1769,Lekki,off orchid hotel road chevron lekki lagos,2,9,5,4,5,0,0,0,1,9,36750000
1770,Lekki,34 agungi road agungi lekki lagos,2,5,2,3,2,1,1,1,1,6,31500000
1771,Lekki,chief collins lekki phase 1 lekki lagos,2,3,1,2,1,1,0,0,1,4,12600000
1772,Lekki,oba amusa adebambo avenue agungi lekki lagos,2,2,1,1,1,0,0,0,0,4,4200000
1773,Lekki,"25, ganiu eletu, street awoyaya eputu ibeju lekki lagos",2,4,2,2,2,0,0,0,0,6,9450000
1774,Lekki,idado estate idado lekki lagos,2,5,3,2,3,1,1,0,1,7,26250000
1775,Lekki,ikate ikate lekki lagos,2,5,3,2,3,0,0,0,1,7,21000000
1776,Lekki," shoprite road, osapa london lekki lagos",2,2,1,1,1,0,0,0,0,4,7875000
1777,Lekki,lekki phase 1 lekki phase 1 lekki lagos,2,2,1,1,1,0,0,0,1,4,10500000
1778,Lekki," idado ext., idado lekki lagos",2,2,1,1,1,0,0,0,0,4,7350000
1779,Lekki,.. igbo efon lekki lagos,2,2,1,1,1,0,0,0,0,4,4200000
1780,Lekki,shoprite road osapa london lekki lagos,2,5,3,2,3,0,0,0,1,7,21000000
1781,Lekki,- igbo efon lekki lagos,2,3,2,1,2,0,0,0,0,6,9450000
1782,Lekki,megamound estate lekki country homes ikota ikota lekki lagos,2,11,6,5,6,0,0,0,0,10,49350000
1783,Lekki,2nd avenue lekki phase 1 lekki lagos,2,6,3,3,3,0,0,0,0,7,18900000
1784,Lekki,2 avenue lekki phase 1 lekki lagos,2,8,4,4,4,0,0,0,0,7,21000000
1785,Lekki,.. ologolo lekki lagos,2,6,3,3,3,0,0,0,0,7,15750000
1786,Lekki,horizon 11 estate via meadow hall way ikate elegushi. ikate lekki lagos,2,7,4,3,4,0,0,0,1,7,28875000
1787,Lekki,lekki phase 1 lekki lagos,2,5,3,2,3,1,1,1,1,7,29400000
1788,Lekki,lekki phase 1 lekki lagos,2,11,6,5,6,0,0,0,1,10,63000000
1789,Lekki,prince olanrewaju elegushi street ikate lekki lagos,2,5,3,2,3,0,0,0,0,7,10500000
1790,Lekki,chevron lekki phase 1 lekki lagos,2,2,1,1,1,0,0,0,1,4,8400000
1791,Lekki," ikate elegushi, lekki lagos",2,2,1,1,1,0,0,0,1,4,8400000
1792,Lekki,no 7 bello close chevy view estate chevron lekki lagos,2,12,6,6,6,0,0,0,0,10,52500000
1793,Lekki,chevron lekki lagos,2,2,1,1,1,1,1,1,1,4,15750000
1794,Lekki,chevron lekki lagos,2,5,3,2,3,0,0,0,1,7,21000000
1795,Lekki," after forte oil before abraham adesanya roundabout, lekki expressway lekki lagos",2,2,1,1,1,0,0,0,0,4,4200000
1796,Lekki,lekki phase 1 lekki lagos,2,4,2,2,2,0,0,0,0,6,12600000
1797,Lekki," main elesekan town road, bogije ibeju lekki lagos",2,7,4,3,4,0,0,0,0,7,21000000
1798,Lekki," victoria bay estate, lafiaji lekki lagos",2,5,3,2,3,1,1,0,1,7,26250000
1799,Lekki," victoria bay estate, lafiaji lekki lagos",2,7,4,3,4,0,0,0,1,7,30450000
1800,Lekki," ibrahim odo close, by friend colony gate, off agungi road agungi lekki lagos",2,9,5,4,5,0,0,0,1,9,36750000
1801,Lekki,lekki phase 1 lekki lagos,2,2,1,1,1,1,1,1,1,4,19950000
1802,Lekki,lekki phase 1 lekki phase 1 lekki lagos,2,4,2,2,2,0,0,0,0,6,12600000
1803,Lekki,agungi agungi lekki lagos,2,5,3,2,3,0,0,0,0,7,18900000
1804,Lekki,meadow hall way ikate lekki lagos,2,2,1,1,1,0,0,0,1,4,10500000
1805,Lekki," rdp apartments, beechwood park estate, lekki express way ibeju- lekki eleko ibeju lekki lagos",2,6,3,3,3,0,0,0,0,7,10500000
1806,Lekki,palm spring road ikate lekki lagos,2,6,3,3,3,1,1,1,1,7,36750000
1807,Lekki,by pinnacle filling station lekki phase 1 lekki lagos,2,11,6,5,6,1,1,0,1,10,65100000
1808,Lekki,lake view estate orchid road estate lekki phase 1 lekki lagos,2,7,4,3,4,0,0,0,1,7,26250000
1809,Lekki,bakare estate agungi lekki lagos,2,2,1,1,1,0,0,0,0,4,6825000
1810,Lekki,ologolo lekki lagos,2,9,5,4,5,0,0,0,1,9,36750000
1811,Lekki,ikota ikota lekki lagos,2,9,5,4,5,0,0,0,1,9,36750000
1812,Lekki,off fola osibo lekki phase 1 lekki lagos,2,7,4,3,4,0,0,0,1,7,28350000
1813,Lekki," earls court, ikate elegushi ikate lekki lagos",2,10,5,5,5,1,1,1,1,9,58800000
1814,Lekki,hakeem dickson lekki phase 1 lekki lagos,2,2,1,1,1,0,0,0,1,4,10500000
1815,Lekki," chevron drive, chevron lekki lagos",2,2,1,1,1,0,0,0,0,4,6300000
1816,Lekki,lekki phase 1 lekki phase 1 lekki lagos,2,5,3,2,3,1,1,0,1,7,26250000
1817,Lekki," ikate elegushi, ikate lekki lagos",2,2,1,1,1,1,1,1,1,4,21000000
1818,Lekki,adiva estate ibeju lekki lagos,2,6,3,3,3,0,0,0,0,7,10500000
1819,Lekki,adiva estate ibeju lekki lagos,2,6,3,3,3,0,0,0,0,7,10500000
1820,Lekki,olanrewaju elegushi street ilasan lekki lagos,2,5,3,2,3,0,0,0,0,7,10500000
1821,Lekki,ologolo lekki lagos,2,9,5,4,5,0,0,0,1,9,36750000
1822,Lekki,ologolo lekki lagos,2,9,5,4,5,0,0,0,1,9,36750000
1823,Lekki,located at ikota villa estate behind mega chicken ikota lekki lagos,2,9,5,4,5,0,0,0,1,9,36750000
1824,Lekki," eric's place, behind spar on palm springs road ikate lekki lagos",2,7,4,3,4,1,1,1,1,7,45150000
1825,Lekki,agungi agungi lekki lagos,2,4,2,2,2,0,0,0,0,6,12600000
1826,Lekki," ikate elegushi, ikate lekki lagos",2,7,4,3,4,0,0,0,0,7,24150000
1827,Lekki," lakowe lakes and country homes (golf resort), lakowe ibeju lekki lagos",2,9,5,4,5,0,0,0,1,9,36750000
1828,Lekki,"off george enenmoh street, lekki phase 1 lekki lagos",2,2,1,1,1,0,0,0,1,4,10500000
1829,Lekki," ikate elegushi, ikate lekki lagos",2,8,4,4,4,0,0,0,0,7,21000000
1830,Lekki,lekki phase 1 lekki phase 1 lekki lagos,2,9,5,4,5,0,0,0,1,9,36750000
1831,Lekki,ikota ikota lekki lagos,2,9,5,4,5,0,0,0,1,9,36750000
1832,Lekki,off adekunle kuye adelabu lekki lagos,2,2,1,1,1,0,0,0,1,4,10500000
1833,Lekki,"muri sodiq drive, off spg road, lekki lekki phase 1 lekki lagos",2,7,4,3,4,0,0,0,1,7,29400000
1834,Lekki,prince kazeem eletu street osapa london osapa london lekki lagos,2,2,1,1,1,0,0,0,0,4,5250000
1835,Lekki,road 6 blook 56 chevron lekki lagos,2,2,1,1,1,0,0,0,0,4,6825000
1836,Lekki,okera-nla lekki ajah lagos ado ajah lagos,2,2,1,1,1,0,0,0,0,4,4200000
1837,Lekki,"ocean bay estate, lekki peninsula 2 lekki phase 2 lekki lagos",2,8,5,3,5,0,0,0,1,9,36750000
1838,Lekki,agungi agungi lekki lagos,2,2,1,1,1,1,0,0,1,4,12600000
1839,Lekki,"off oladimeji alo street, lekki phase 1 lekki lagos",2,2,1,1,1,0,0,0,0,4,6300000
1840,Lekki,"off oladimeji alo street, lekki phase 1 lekki lagos",2,2,1,1,1,0,0,0,0,4,6300000
1841,Lekki,orchid estate ologolo lekki lagos,2,2,1,1,1,0,0,0,0,4,4200000
1842,Lekki,lekki lekki phase 1 lekki lagos,2,2,1,1,1,0,0,0,0,4,4200000
1843,Lekki," ikota, lekki lekki lagos",2,5,3,2,3,0,0,0,0,7,16800000
1844,Lekki,osapa osapa london lekki lagos,2,9,5,4,5,1,1,1,1,9,52500000
1845,Lekki,gra ikota lekki lagos,2,9,5,4,5,1,1,1,1,9,58800000
1846,Lekki,lagasa rd oribanwa ibeju lekki lagos,2,2,1,1,1,0,0,0,0,4,4200000
1847,Lekki," shapati, bogije ibeju lekki lagos",2,5,3,2,3,0,0,0,0,7,10500000
1848,Lekki,lekky county estate ikota lekki lagos,2,10,5,5,5,0,0,0,1,9,36750000
1849,Lekki,new road/alfa beach road lekki lagos,2,2,1,1,1,0,0,0,0,4,4200000
1850,Lekki,agungi lekki lagos,2,7,4,3,4,0,0,0,0,7,21000000
1851,Lekki,.. ikate lekki lagos,2,7,4,3,4,0,0,0,0,7,21000000
1852,Lekki,- lekki phase 1 lekki lagos,2,5,3,2,3,0,0,0,0,7,17850000
1853,Lekki,jakande jakande lekki lagos,2,2,1,1,1,1,1,1,1,4,13650000
1854,Lekki,agungi lekki lagos,2,2,1,1,1,0,0,0,1,4,11550000
1855,Lekki,.. ikate lekki lagos,2,6,3,3,3,0,0,0,0,7,17850000
1856,Lekki,idado idado lekki lagos,2,8,4,4,4,0,0,0,1,7,26250000
1857,Lekki,agungi agungi lekki lagos,2,5,3,2,3,0,0,0,1,7,21000000
1858,Lekki,directly off fola osibo lekki phase 1 lekki lagos,2,12,6,6,6,1,1,0,1,10,65100000
1859,Lekki,gbo efon igbo efon lekki lagos,2,7,4,3,4,0,0,0,0,7,21000000
1860,Lekki,chevron drive lekki phase 2 lekki lagos,2,12,6,6,6,0,0,0,0,10,52500000
1861,Lekki,idado estates idado lekki lagos,2,7,4,3,4,0,0,0,0,7,21000000
1862,Lekki,osapa osapa london lekki lagos,2,9,5,4,5,1,0,1,1,9,47250000
1863,Lekki,osapa osapa london lekki lagos,2,11,6,5,6,0,0,0,0,10,49350000
1864,Lekki,- lekki lagos,2,10,5,5,5,1,1,1,1,9,58800000
1865,Lekki,lekki county estate ikota lekki lagos,2,6,3,3,3,1,1,0,1,7,28665000
1866,Lekki,orchid road victoria crest estate lekki lagos,2,10,5,5,5,0,0,0,1,9,36750000
1867,Lekki," bakare estate, in a gated secured estate agungi lekki lagos",2,5,3,2,3,0,0,0,0,7,16800000
1868,Lekki,osapa osapa london lekki lagos,2,7,4,3,4,1,0,0,1,7,31500000
1869,Lekki," orchid, lafiaji lekki lagos",2,9,5,4,5,0,0,0,1,9,36750000
1870,Lekki,osapa osapa london lekki lagos,2,6,3,3,3,1,1,0,1,7,26250000
1871,Lekki,agungi lekki lagos,2,7,4,3,4,0,0,0,0,7,21000000
1872,Lekki,lafiaji lekki lagos,2,9,5,4,5,0,0,0,1,9,36750000
1873,Lekki,chevron chevron lekki lagos,2,5,3,2,3,0,0,0,0,7,18900000
1874,Lekki,ologolo ologolo lekki lagos,2,6,3,3,3,0,0,0,0,7,10500000
1875,Lekki,off castle and temp drive lekki lekki phase 1 lekki lagos,2,7,4,3,4,1,1,1,1,7,45150000
1876,Lekki,off omorire johnson lekki phase 1 lekki lagos,2,9,5,4,5,1,1,1,1,9,58800000
1877,Lekki,ikate lekki lagos,2,8,4,4,4,1,1,1,1,7,42000000
1878,Lekki,off admirality way lekki phase1 lekki phase 1 lekki lagos,2,7,4,3,4,1,1,1,1,7,45150000
1879,Lekki,in a well secured estate ikota lekki lagos,2,5,3,2,3,0,0,0,0,7,16800000
1880,Lekki,117 opebi road ikeja agungi lekki lagos,2,3,2,1,2,0,0,0,0,6,12600000
1881,Lekki,elegushi lekki phase 1 lekki lagos,2,8,4,4,4,0,0,0,1,7,26250000
1882,Lekki,lekki phase 1 lekki lagos,2,10,5,5,5,0,0,0,1,9,36750000
1883,Lekki,lekki phase 1 lekki phase 1 lekki lagos,2,12,6,6,6,1,1,0,1,10,65100000
1884,Lekki,jakande jakande lekki lagos,2,9,5,4,5,0,0,0,1,9,36750000
1885,Lekki,lekki lekki phase 1 lekki lagos,2,11,6,5,6,1,1,0,1,10,65100000
1886,Lekki,... chevron lekki lagos,2,8,4,4,4,1,1,1,1,7,45150000
1887,Lekki,6th avenue eletu osapa london osapa london lekki lagos,2,12,6,6,6,0,0,0,0,10,52500000
1888,Lekki,gabriel okoi street ikate lekki lagos,2,7,4,3,4,0,0,0,0,7,24150000
1889,Lekki,"off admiralty way, lekki phase 1,1 lekki phase 1 lekki lagos",2,2,1,1,1,1,1,1,1,4,15750000
1890,Lekki,maruwa lekki phase 1 lekki lagos,2,9,5,4,5,1,0,0,1,9,42000000
1891,Lekki,behind elevation church ilasan lekki lagos,2,9,5,4,5,0,0,0,1,9,36750000
1892,Lekki,chevyview estate chevron lekki lagos,2,6,3,3,3,1,1,1,1,7,31500000
1893,Lekki,.. osapa london lekki lagos,2,7,4,3,4,0,0,0,0,7,21000000
1894,Lekki,.. osapa london lekki lagos,2,9,5,4,5,0,0,0,1,9,36750000
1895,Lekki,osapa osapa london lekki lagos,2,4,2,2,2,1,1,1,1,6,26250000
1896,Lekki,horizon 2 lekki gardens ikate lagos ikate lekki lagos,2,10,5,5,5,1,1,1,1,9,52500000
1897,Lekki,lafiaji lekki phase 1 lekki lagos,2,9,5,4,5,0,0,0,1,9,36750000
1898,Lekki,divine estate lekki phase 1 lekki lagos,2,4,2,2,2,1,1,1,1,6,26250000
1899,Lekki,chevy view alternative route vgc lekki lagos,2,10,5,5,5,1,0,0,1,9,42000000
1900,Lekki,jakande lekki lagos,2,2,1,1,1,1,0,0,1,4,12600000
1901,Lekki," lafiaji, lekki lagos",2,9,5,4,5,0,0,0,1,9,36750000
1902,Lekki," kazeem eletu way osapa london, osapa london lekki lagos",2,11,6,5,6,0,0,0,0,10,49350000
1903,Lekki,"second lekki toll gate, orchid lekki phase 2 lekki lagos",2,8,4,4,4,1,1,1,1,7,44100000
1904,Lekki,lekki phase 1 lekki phase 1 lekki lagos,2,11,6,5,6,1,1,0,1,10,65100000
1905,Lekki," lafiaji, lekki lagos",2,10,6,4,6,0,0,0,0,10,49350000
1906,Lekki,horison court ikate lekki lagos,2,3,2,1,2,1,0,0,1,6,18900000
1907,Lekki,- ikota lekki lagos,2,9,5,4,5,0,0,0,1,9,36750000
1908,Lekki,spring bey estate off freedom way lekki phase 1 lekki lagos,2,11,6,5,6,0,0,0,0,10,49350000
1909,Lekki," adegbenle street, chevy view estate, chevron drive, lekki osapa london lekki lagos",2,9,5,4,5,0,0,0,1,9,36750000
1910,Lekki,osapa osapa london lekki lagos,2,9,5,4,5,0,0,0,1,9,36750000
1911,Lekki,lekki county estate lekki lekki phase 1 lekki lagos,2,9,5,4,5,1,0,1,1,9,47250000
1912,Lekki," friends colony estate, agungi agungi lekki lagos",2,9,5,4,5,0,0,0,1,9,36750000
1913,Lekki," friends colony, agungi axis agungi lekki lagos",2,9,5,4,5,0,0,0,1,9,36750000
1914,Lekki,ikate elegushi ikate lekki lagos,2,7,4,3,4,0,0,0,1,7,26250000
1915,Lekki,. lekki phase 1 lekki lagos,2,9,5,4,5,1,0,0,1,9,42000000
1916,Lekki,lekki chevron lagos chevron lekki lagos,2,10,5,5,5,0,0,0,1,9,36750000
1917,Lekki," beside earl court, ikate elegushi, lagos state ikate lekki lagos",2,9,5,4,5,1,0,0,1,9,42000000
1918,Lekki,orchid road lekki phase 1 lekki lagos,2,11,6,5,6,0,0,0,0,10,49350000
1919,Lekki,maruwa lekki lagos,2,9,5,4,5,0,0,0,1,9,36750000
1920,Lekki,orchid road chevron lekki lagos,2,9,5,4,5,0,0,0,1,9,36750000
1921,Lekki,chevron lekki lagos,2,8,5,3,5,0,0,0,1,9,39900000
1922,Lekki,the grantham estate lekki phase 2 lekki lagos,2,9,5,4,5,0,0,0,1,9,36750000
1923,Lekki,ilasan lekki lagos,2,6,3,3,3,0,0,0,1,7,23100000
1924,Lekki,emcel court ikota gra lekki ikota lekki lagos,2,11,5,6,5,0,0,0,1,9,36750000
1925,Lekki,ikate lekki lagos,2,6,3,3,3,1,1,0,1,7,26250000
1926,Lekki,osapa london lekki lagos,2,11,6,5,6,0,0,0,0,10,49350000
1927,Lekki,bera estate chevron lekki lagos,2,11,6,5,6,0,0,0,0,10,49350000
1928,Lekki,admiralty road lekki phase 1 lekki phase 1 lekki lagos,2,11,6,5,6,1,1,0,1,10,65100000
1929,Lekki,chief augustine anozie lekki phase 1 lekki lagos,2,3,1,2,1,1,1,1,1,4,21000000
1930,Lekki,chief augustine anozie lekki phase 1 lekki lagos,2,7,2,5,2,1,1,1,1,6,31500000
1931,Lekki,chesachi hani-okoroafor close lekki phase 1 lekki lagos,2,13,7,6,7,0,0,0,0,10,57750000
1932,Lekki," bogije along lekki/epe express way ,lagos lacampaigne tropicana ibeju lekki lagos",2,6,3,3,3,1,1,1,1,7,36750000
1933,Lekki,ajah lekki gardens estate ajah lagos,2,10,5,5,5,1,1,1,1,9,58800000
1934,Lekki," chevron, lekki, lagos chevron lekki lagos",2,9,5,4,5,0,0,0,1,9,36750000
